ID,Name,Description,ColumnSpec
beslow,be slow,,
beslted,be sɑlted,,
besmoothe,be smoothe,,
besoft,be soft,,
besoreinpain,"be sore, in pain",,
bespacedspreadout,"be spaced, spread out",,
besparingsavetime,be sparing; save time,,
besplit,be split,,
bespreadout,be spread out,,
bespreadoutdispersedasgame,"be spread out, dispersed (as game)",,
best,best,,
bestiff,be stiff,,
bestill,be still,,
bestinging,be stinging,,
bestraightcorrect,"be straight, correct",,
bestraighthonest,"be straight, honest",,
bestrong,be strong,,
besurplus,be surplus,,
besurprised,be surprised,,
betel,betel,,
betelleaves,betel leaves,,
betelnut,betel nut | betel-nut,,
bethere,be (there),,
bethereis,"be, there is",,
bethirsty,be thirsty,,
bethrownaway,be thrown away,,
betied,be tied,,
betired,be tired,,
betiredof,be tired of,,
betrapped,be trapped,,
betray,betray,,
betrothed,betrothed,,
better,better,,
betterthan,better than,,
bettin,bettin',,
between,between,,
betweenthem,between them,,
beurgent,be urgent,,
beusedup,be used up,,
beuseful,be useful,,
beveragedrink,"beverage, drink",,
beveragesomethingtodrink,beverage (something to drink),,
beverywet,be very wet,,
bewarm,be warm,,
bewealthy,be wealthy,,
bewell,be well,,
bewet,be wet,,
bewhite,be white,,
bewildered,bewildered,,
bewillingto,be willing to,,
bewitched,bewitched,,
bewrinkled,be wrinkled,,
bewritten,be written,,
beyond,beyond,,
bhuddisttemple,bhuddist temple,,
biblicalpassage,biblical passage,,
biceps,biceps,,
bicepsmuscle,"biceps muscle | biceps, muscle",,
bicycle,bicycle,,
bicyclewheel,bicycle wheel,,
bid,bid,,
big,big,,
bigaround,big around,,
bigaxe,big axe,,
bigbasket,(big) basket | big basket,,
bigbelly,big belly,,
bigbird,big bird,,
bigbowl,big bowl,,
bigboy,big boy,,
bigbrother,big brother,,
bigcase,big case,,
bigchild,big child,,
bigcircularmetaltray,"big, circular metal tray",,
bigcrowd,big crowd,,
bigdish,big dish,,
bigdog,big dog,,
bigdrum,big drum,,
bigdrumusedinceremonies,big drum used in ceremonies,,
bigger,bigger,,
biggest,biggest,,
biggoat,big goat,,
bighandful,big handful,,
bigheapofsand,big heap of sand,,
bighole,big hole,,
bighump,big hump,,
bigjar,big jar,,
biglarge,"big, large",,
biglargegreat,"big, large, great",,
bigleafcutterants,big leafcutter ants,,
bigleg,big leg',,
bigmascpl,big (masc. pl.),,
bigoyster,big oyster,,
bigpaper,big paper,,
bigrock,(big) rock,,
bigrockboulder,"big rock, boulder",,
bigshirt,big shirt,,
bigsnake,big snake,,
bigstone,big stone,,
bigthick,"big, thick",,
bigtoe,big toe,,
bigtown,big town,,
bigwater,big water',,
bigwaterpot,big water pot,,
bigwoman,big woman,,
bile,bile,,
billabong,billabong,,
billgavemesaltgrass,Bill gave me salt grass.,,
billiardcue,billiard cue,,
billknowsthelanguage,Bill knows the language.,,
billyadamssonbelongstol,Billy Adam('s) son belongs to [ˈlɔ·ɾ̥].,,
billygoat,billy goat | billy-goat,,
bin,bin,,
bind,bind,,
binding,binding,,
bindingofbooks,binding of books,,
bindtogether,bind together,,
binhcamebackforafewdays,Binh came back for a few days.,,
biologist,biologist,,
birch,birch,,
birchbarkcanoe,birch-bark canoe,,
birchtree,birch tree,,
bird,bird,,
birdarrow,bird arrow,,
birdcherrytree,bird-cherry tree,,
birdgeneral,bird (general),,
birdgeneralterm,bird (general term),,
birdie,birdie,,
birdlime,birdlime,,
birdofprey,bird of prey,,
birds,birds,,
birdsnest,bird's nest,,
birdsp,bird (sp.),,
birdspecies,bird species,,
birdstomach,bird-stomach,,
birdthread,bird thread,,
birg,birg,,
birth,birth,,
birthborn,"birth, born",,
birthday,birthday,,
birthmark,birthmark,,
birthmarkorfreckle,birthmark (or freckle),,
birthstoryplay,"birth-story, play",,
biscuit,biscuit,,
bishop,bishop,,
bit,bit,,
bitch,bitch,,
bite,bite,,
biten,bite (n.),,
bites,bites,,
bitesverb,bites (verb),,
bitev,bite (v.),,
bitinginsect,biting insect,,
bitofahorse,bit (of a horse),,
bitter,bitter,,
bitteradjective,bitter (adjective),,
bitterfierce,"bitter, fierce",,
bittergoard,bittergoard,,
bittermelon,bitter melon,,
bitterness,bitterness,,
bittersick,bitter; sick,,
bittersweet,bittersweet,,
bittertaste,bitter (taste),,
bittertomatolocustbeantree,"bitter tomato, locust-bean tree",,
black,black,,
blackant,black ant,,
blackantbed,black ant bed,,
blackbackedjackal,Black-backed jackal,,
blackball,blackball,,
blackberries,blackberries,,
blackberry,blackberry,,
blackbird,blackbird,,
blackboard,blackboard,,
blackcockatoo,black cockatoo,,
blackcolor,black (color),,
blackcrake,black crake,,
blackcuckooshrike,black cuckoo shrike,,
blackdotbetweeneyesoronchin,black dot (between eyes or on chin),,
blackdotofanykind,black dot (of any kind),,
blackduck,black duck,,
blacken,blacken,,
blackened,blackened,,
blackflycatcher,black flycatcher,,
blackflyingfox,black flying fox,,
blackgram,black gram,,
blackgrouse,black grouse,,
blackhair,(black) hair,,
blackhairpaste,black hairpaste,,
blackhyenas,black hyenas,,
blackish,blackish,,
blackkite,black kite,,
blackman,black man,,
blackonecrow,"black one, crow",,
blackpearl,black pearl,,
blackperson,black person,,
blackscissortailedbird,black scissor-tailed bird,,
blackscorpion,black scorpion,,
blacksmith,blacksmith,,
blacksmithplover,blacksmith plover,,
blacksoil,black soil,,
blacksoilcountry,black soil country,,
blacktermiteant,black termite/ant (?),,
blackthread,black thread,,
blacktippedmongoose,Black-tipped mongoose,,
blackwallaroo,black wallaroo,,
blackwoman,black woman,,
bladder,bladder,,
blade,blade,,
blame,blame,,
blamedebt,"blame, debt",,
blaming,blaming,,
bland,bland,,
blanket,blanket,,
blaze,blaze,,
blazing,blazing,,
bleatlow,"bleat, low",,
bleedingnose,bleeding nose,,
blemish,blemish,,
blessing,blessing,,
blessingorgrace,blessing or grace,,
blew,blew,,
blind,blind,,
blindess,blindess,,
blindfold,blindfold,,
blindgen,blind (gen.),,
blindhorse,blind horse,,
blindperson,blind person,,
blink,blink,,
blister,blister,,
bloated,bloated,,
block,block,,
blockofwood,block of wood,,
blockverb,block (verb),,
blond,blond,,
blondhair,blond hair,,
blood,blood,,
bloodandwater,blood and water,,
bloodlettinghorn,bloodletting horn,,
bloodshed,bloodshed,,
bloodvessel,blood vessel,,
bloodwood,bloodwood,,
bloodwoodtree,bloodwood tree,,
blot,blot,,
blouse,blouse,,
blow,blow | blow!,,
blowfly,blowfly,,
blowing,blowing,,
blowingofwind,blowing of wind,,
blowmultiplication,"blow, multiplication",,
blown,blown,,
blownose,blow nose,,
blowout,blow out,,
blows,blows,,
blowshock,"blow, shock",,
blowstrikeslaughter,"blow, strike; slaughter",,
blowwfist,blow w/ fist,,
blowwind,blow (wind),,
blowwithmouth,blow with mouth,,
blue,blue,,
blueberries,blueberries,,
bluebird,bluebird,,
bluedog,blue dog,,
blueduiker,blue duiker,,
blueegret,blue egret,,
bluegray,blue-gray,,
bluegreen,"blue, green",,
bluejay,blue jay,,
bluemacaw,blue macaw,,
blueness,blueness,,
bluer,bluer,,
blueswimmercrab,blue swimmer crab,,
bluetongueliz,blue-tongue liz.,,
bluetonguelizard,blue tongue lizard,,
bluewildebeest,blue wildebeest,,
blunder,blunder,,
blunt,blunt,,
bluntexaggerated,blunt (exaggerated),,
bluntnormal,blunt (normal),,
blurryfoggy,"blurry, foggy",,
boa,boa,,
boaconstrictor,boa constrictor,,
boar,boar,,
board,board,,
boast,boast,,
boasttownclan,"(boast) town, clan",,
boat,boat,,
boatacc,boat (acc.),,
boatman,boatman,,
boatrace,boat race,,
boatship,"boat, ship",,
boatwoodfloatingonwater,boat (wood floating on water),,
bockbeer,bock beer,,
bode,bode,,
bodies,bodies,,
body,body,,
bodydirt,body dirt,,
bodyhair,body hair,,
bodyhairexcludinghead,body hair (excluding head),,
bodyhairfur,body hair/fur,,
bodyjointknee,"body joint, knee",,
bodymeat,"body, meat",,
bodyofwater,body of water,,
bodypart,body part,,
bodypuretrunktrunkormainbranchesofatreethefiberofsansevieriaaethiopicathunbafterdecortication,"body; pure, trunk; trunk or main branches of a tree; the fiber of sansevieria aethiopica Thunb. After decortication",,
bodyself,"body, self",,
boil,boil,,
boilbeforefrying,boil before frying,,
boilcarbuncle,"boil, carbuncle",,
boiled,boiled,,
boiledrice,boiled rice,,
boiledriceandwater,boiled rice and water,,
boiledsago,boiled sago,,
boiler,boiler,,
boilinflamedswellingwithpus,boil (inflamed swelling with pus),,
boiling,boiling,,
boiln,boil (n.),,
boilnoun,boil (noun),,
boilsore,"boil, sore",,
boisterous,boisterous,,
bold,bold,,
boldbrave,"bold, brave",,
boletaughtsomeone,Bole taught someone.,,
bolshevik,Bolshevik,,
bolt,bolt,,
boltofcloth,bolt of cloth,,
bomb,bomb,,
bond,bond,,
bone,bone,,
bone2s,bone + 2s,,
bonearrow,bone arrow,,
bonepolecoffin,bone pole coffin,,
bonerrow,bone ɑrrow,,
bones,bones,,
boneskeleton,"bone, skeleton",,
bonestalkstem,"bone, stalk, stem",,
bonn,Bonn,,
bonus,bonus,,
bonybreamfish,bony bream (fish),,
booing,booing,,
book,book,,
bookcover,book cover,,
bookish,bookish,,
bookleaf,book / leaf,,
bookletter,"book, letter",,
books,books,,
bookshelf,bookshelf,,
bookskinofanimalleather,"book, skin of animal, leather",,
boomerang,boomerang,,
boor,boor,,
boot,boot,,
bootleg,bootleg,,
bootloan,boot (loan),,
boots,boots,,
booty,booty,,
border,border,,
borderline,borderline,,
borderofcloth,border of cloth,,
borderspacebeside,"border, space beside",,
bore,bore,,
borecarried,"bore, carried",,
bored,bored,,
boredom,boredom,,
borepasttensetobear,"bore (past tense ""to bear"")",,
boric,boric,,
boring,boring,,
boringdrill,boring drill,,
boringf,boring (f),,
boringm,boring (m),,
boringneedle,boring needle,,
born,born,,
bornorproducedlastofall,born or produced last of all,,
boron,boron,,
borrow,borrow,,
borrows,borrows,,
bosciaalbetrunca,Boscia albetrunca,,
bosom,bosom,,
bosomheart,"bosom, heart",,
boss,boss,,
both,both,,
botherhim,Bother him!,,
bothersome,bothersome,,
bottle,bottle,,
bottles,bottles,,
bottom,bottom,,
bought,bought,,
bound,bound,,
boundary,boundary,,
boundaryedge,"boundary, edge",,
boundless,boundless,,
boutiqueshop,"boutique, shop",,
bow,bow,,
bowandarrow,bow and arrow,,
bowforarrows,bow for arrows,,
bowl,bowl,,
bowlegged,bow-legged,,
bowlpot,"bowl, pot",,
bowlsgenpl,bowls (gen. pl.),,
bown,bow (n.),,
bowstandinranks,bow; stand in ranks,,
bowstring,bow-string | bowstring,,
bowv,bow (v.),,
bowwow,bow-wow,,
box,box,,
boxcontainer,"box, container",,
boxed,boxed,,
boxing,boxing,,
boxjellyfish,box jelly fish,,
boxofsweets,box of sweets,,
boxonsewingmachine,box on sewing machine,,
boy,boy,,
boycomehere,"Boy, come hereǃ",,
boycott,boycott,,
boygirlfriend,boy/girlfriend,,
boys,boys,,
boyscout,boy scout,,
boysfoot,boy's foot,,
boysforehead,boy's forehead,,
boysname,boy's name,,
bracelet,bracelet,,
brackish,brackish,,
braggart,braggart,,
brahminykitebird,Brahminy kite (bird),,
braid,braid,,
braidedhair,braided hair,,
braids,braids,,
brain,brain,,
brainintelligence,"brain, intelligence",,
brains,brains,,
brainsap,brain; sap,,
brainy,brainy,,
brake,brake,,
brakes,brakes,,
bran,bran,,
branch,branch,,
branchoftree,branch of tree,,
branchstem,"branch, stem",,
branchtwig,"branch, twig",,
brand,brand,,
brassbronzepeople,"brass, bronze, people",,
brassgong,brass gong,,
brassvessel,brass vessel,,
brassware,brass (ware),,
bratty,bratty,,
brave,brave,,
bravery,bravery,,
bravetamewilling,"brave, tame, willing",,
bravewarrior,brave warrior,,
bravewarriors,brave warriors,,
bray,bray,,
braying,braying,,
brazil,Brazil,,
brazilian,Brazilian,,
brazilianforeigner,Brazilian / foreigner,,
brazilnut,Brazil nut,,
brazilnutgrove,Brazil nut grove,,
brazilnutshell,Brazil nutshell,,
bread,bread,,
breaddough,bread dough,,
breadfruit,breadfruit,,
breadroll,bread roll,,
breadth,breadth,,
break,break,,
breakadrumuseclothtopatchclothpatchesupdrumdrumpatchesupcloth,"Break a drum, use cloth to patch, cloth patches up drum, drum patches up cloth.",,
breakblood,"break, blood",,
breakcompletely,break completely,,
breakdown,break down,,
breakfast,breakfast,,
breakingnoise,breaking noise,,
breakintopieces,break into pieces,,
breakintr,break (intr.),,
breakintrain,"break in, train",,
breakofdawn,break of dawn,,
breakoff,break off,,
breakopensplitopen,"break open, split open",,
breakplural,break (plural),,
breakshatteritbroke,"break, shatter; it broke",,
breaksingular,break (singular),,
breakthrough,break through,,
breakwindwithloudnoise,break wind with loud noise,,
bream,bream,,
breast,breast,,
breastchest,"breast, chest",,
breastmilk,breast (milk) | breast milk,,
breasts,breasts,,
breath,breath,,
breathair,"breath, air",,
breathe,breathe,,
breatheon,breathe on,,
breathing,breathing,,
breathpride,breath/ pride,,
breathy,breathy,,
breeches,breeches,,
breed,breed,,
breeding,breeding,,
breeze,breeze,,
breezeblewonus,breeze blew on us,,
brewersblackbird,Brewer's blackbird,,
bribery,bribery,,
brick,brick,,
bride,bride,,
bridegroom,bride(groom) | bridegroom,,
bridge,bridge,,
bridges,bridges,,
bridle,bridle,,
bridlemadeofgrassrope,bridle made of grass rope,,
brief,brief,,
bright,bright,,
brightclear,"bright, clear",,
brightness,brightness,,
brightshinyglisten,"bright, shiny; glisten",,
brilliant,brilliant,,
brindledbandicoot,brindled bandicoot,,
bring,bring | bringǃ,,
bringout,bring out,,
bringstransports,"brings, transports",,
bringsyou,brings you,,
bringtake,"bring, take",,
bringthewoolgourdiwilldrinksomewater,Bring the wool gourd;  I will drink some water.,,
bringupflameoffirebyblowing,bring up flame of fire by blowing,,
brinjoulillegible,brinjoul (illegible),,
brink,brink,,
britain,Britain,,
britches,britches,,
british,British,,
broachstickpinskewer,broach/stick pin; skewer,,
broad,broad,,
broadcast,broadcast,,
broadspacious,"broad, spacious",,
broke,broke,,
broken,broken,,
brokenbone,broken bone,,
brokendown,broken down,,
brokenpieceofpot,broken piece of pot,,
brokenrice,broken rice,,
brokepieceofpot,broke piece of pot,,
brolgabird,brolga (bird),,
bronze,bronze,,
bronzewingedpigeon,bronze-winged pigeon,,
brook,brook,,
broom,broom,,
broombrush,"broom, brush",,
broomstick,broom stick,,
broth,broth,,
brother,brother,,
brotheracc,brother (acc.),,
brotherelder,"brother, elder",,
brotherergative,brother (ergative),,
brotherforsisters,brother (for sisters),,
brotherhatesyoungman,Brother hates Youngman.,,
brotherinlaw,brother-in-law,,
brotherinlawnephew,"brother-in-law, nephew",,
brotherlylove,brotherly love,,
brothers,brothers,,
brothersister,brother/sister,,
brotheryounger,"brother, younger",,
brought,brought,,
brow,brow,,
browforehead,brow (forehead),,
brown,brown,,
brownantspecies,brown ant species,,
brownbrunette,brown/brunette,,
brownhorse,brown horse,,
brownhyena,brown hyena,,
brownhyenahyaenabrunnea,brown hyena (Hyaena brunnea),,
brownorange,"brown, orange",,
brownsnake,brown snake,,
brownsugar,brown sugar,,
bruise,bruise,,
brush,brush,,
brushwood,brushwood,,
bse,bɑse,,
bubble,bubble,,
bubbling,bubbling,,
buck,buck,,
bucket,bucket,,
bucketlargetin,"bucket, large tin",,
buckler,buckler,,
buckskin,buckskin,,
bud,bud,,
buddah,Buddah,,
buddha,buddha,,
budgemove,"budge, move",,
budgerigar,budgerigar,,
budget,budget,,
buffalo,buffalo,,
buffaloheifer,buffalo heifer,,
buffaloname,buffalo name,,
buffalopen,buffalo pen,,
buffalopencattlepen,buffalo pen / cattle pen,,
buffalotoread,buffalo; to read,,
buffet,buffet,,
bug,bug,,
bugle,bugle,,
bugworm,bug; worm,,
builant,builant,,
build,build,,
buildbylayingbricks,build by laying bricks,,
builder,builder,,
buildin,buildinɢ,,
building,building,,
buildingsite,building site,,
buildsmearpoisononanarrow,"build, smear poison on an arrow",,
built,built,,
builtincupboard,built-in cupboard,,
buise,buise,,
bulb,bulb,,
bulbul,bulbul,,
bulgo,Bulgo-,,
bulk,bulk,,
bulky,bulky,,
bull,bull,,
bullant,bull ant,,
bullcalfsteer,"bull calf, steer",,
bullet,bullet,,
bullfrog,bull frog | bullfrog,,
bullroarer,bull-roarer,,
bullroarerafrikaanswoerwoer,bullroarer (Afrikaans woerwoer),,
bulls,bulls,,
bulltrout,bull trout,,
bully,bully,,
bullyverb,bully (verb),,
bulrush,bulrush,,
bum,bum,,
bumblebee,bumble bee | bumble-bee | bumblebee,,
bumpinto,bump into,,
bunch,bunch,,
bunchofcoconuts,bunch of coconuts,,
bunchofleaves,bunch of leaves,,
bundle,bundle,,
bundleoffirewoodorgrass,bundle of firewood or grass,,
bundleofthatchinggrass,bundle of thatching grass,,
bungler,bungler,,
bunroll,"bun, roll",,
buoyancy,buoyancy,,
buracohole,buraco / hole,,
burden,burden,,
burdens,burdens,,
bureau,bureau,,
burialplace,burial place,,
burn,burn,,
burnburning,"burn, burning",,
burned,burned,,
burnedofrice,burned (of rice),,
burnedovercookedrice,burned (overcooked rice),,
burnimperative,burnǃ (imperative),,
burning,burning,,
burningcharcoal,burning charcoal,,
burningghat,burning ghat,,
burnlight,"burnǃ, lightǃ",,
burnsetalightlightafire,"burn, set alight, light a fire",,
burnt,burnt,,
burp,burp,,
burrow,burrow,,
burst,burst,,
burstblowaway,"burst, blow away",,
bursting,bursting,,
burstintotears,burst into tears,,
burstopen,burst open,,
burstoutburstthroughegaspearsnatchawayfrom,"burst out, burst through e.g. a spear, snatch away from",,
bury,bury,,
burygiveachristianfuneral,bury (give a Christian funeral),,
bus,bus,,
bush,bush,,
bushbaby,bush baby | bush-baby,,
bushbabyanimalbushcat,"bush baby (animal, bush cat [?])",,
bushbase,"bush, base",,
bushbay,bushbay,,
bushbuck,bushbuck,,
bushcow,bush cow,,
bushcowbuffalo,bush/cow/buffalo,,
bushel,bushel,,
bushes,bushes,,
bushman,Bushman,,
bushmastersnake,bushmastersnake,,
bushpig,Bush pig | bush pig | bushpig,,
bushpotato,bush potato,,
business,business,,
businessloss,business loss,,
businessman,businessman,,
bustards,bustards,,
bustleabout,bustle about,,
busy,busy,,
busybody,busybody,,
but,but,,
butand,but; and,,
butbagtheirwhitewillfallassuredly,"""but bag their white will fall assuredly""",,
butcher,butcher,,
butcherbird,butcher bird,,
butisnolonger,but is no longer,,
butnevertheless,but / nevertheless,,
butnothingelse,but nothing else,,
butso,"but, so",,
butt,butt,,
butter,butter,,
butterfish,butterfish,,
butterfly,butterfly,,
butterflyitch,"butterfly, itch",,
butterflymoth,"butterfly, moth",,
buttermilk,buttermilk,,
buttn,butt'n,,
buttock,buttock,,
buttocks,buttocks,,
buttocksrivermouth,buttocks; river mouth,,
buttofspear,butt of spear,,
button,button,,
buttoned,buttoned,,
buttonhole,button hole,,
buttoning,buttoning,,
buttonnoun,button (noun),,
buttonquail,button quail,,
buttress,buttress,,
butwhatabout,but what about,,
buy,buy,,
buyanotebook,buy a notebook,,
buyapencil,buy a pencil,,
buying,buying,,
buyit,buy it,,
buzz,buzz,,
buzzard,buzzard,,
buzzimp,buzz (imp.),,
by,by,,
byagoat,by a goat,,
byandby,by and by,,
byat,"by, at",,
bye,bye,,
byebye,bye-bye,,
byforce,by force,,
byhimbyher,by him/ by her,,
byhimherwiththat,by him/her; with that,,
bymail,by mail,,
bymeansof,by means of,,
bymeansofit,by means of it,,
bynear,"by, near",,
bypass,bypass,,
byus,by us,,
bywhom,by whom,,
bywith,"by, with",,
cabaret,cabaret,,
cabbage,cabbage,,
cabbagepalm,cabbage palm,,
cabin,cabin,,
cable,cable,,
cackle,cackle,,
cacklelikeahen,cackle (like a hen),,
cactus,cactus,,
cactusthorn,"cactus, thorn",,
cafe,cafe,,
cage,cage,,
cairo,Cairo,,
cake,cake,,
cakecranberrybush,"cake, cranberry bush",,
cakemadeofstarch,cake made of starch,,
calabash,calabash,,
calabashes,calabashes,,
calabashgourd,"calabash, gourd",,
calamity,calamity,,
calcium,calcium,,
calculate,calculate,,
calf,calf,,
calfmuscle,calf muscle,,
calfmuscles,calf muscles,,
calfofleg,calf of leg,,
calforleg,calf or leg,,
calfpen,calf pen,,
call,call,,
called,called,,
callingbirds,callingbirds,,
callit,call it,,
callshout,"call, shout",,
callthatgoeswiththumbingonesnose,call that goes with thumbing one's nose,,
calltoprayer,call to prayer,,
callv,call (v.),,
calm,calm,,
calmdown,calm down,,
calmsoft,"calm, soft",,
calmspot,calm spot,,
calmwind,calm (wind),,
calves,calves,,
calvesisworth,"calves, is worth",,
calyurn,caly urn,,
camas,camas,,
came,came,,
came2ndsing,"came (2nd, sing.)",,
camel,camel,,
cameleont,cameleont,,
camelfem,camel (fem.),,
camelmale,camel (male),,
camelmasc,camel (masc.),,
camels,camels,,
camelthorntree,camelthorn tree,,
camelthorntreeacaciaerioloba,camelthorn tree (Acacia erioloba),,
camp,camp,,
campfire,campfire,,
camphor,camphor,,
campingplace,camping place,,
camshaft,camshaft,,
camwood,camwood,,
can,can,,
canable,"can, able",,
canada,Canada,,
canal,canal,,
canalcreek,"canal, creek",,
canary,canary,,
canbeableto,"can, be able to",,
canbecome,can become,,
cancer,cancer,,
cancersign,cancer (sign),,
candaians,Candaians,,
candle,candle,,
candleoilforburning,candle (oil for burning),,
candlewax,candlewax,,
candy,candy,,
cane,cane,,
canewalkingstick,cane; walking stick,,
canhmustrest,Canh must rest.,,
canicometoosinceyouregoing,"Can I come, too, since you're going?",,
canigowithyou,Can I go with you?,,
caninetooth,canine tooth,,
canmay,"can, may",,
cann,can (n.),,
cannon,cannon,,
cannotice,can notice,,
canoe,canoe,,
canoefishingboat,"canoe, fishing boat",,
canon,canon,,
canopy,canopy,,
canperhaps,"can, perhaps",,
canpot,"can, pot",,
cant,can't,,
cantata,cantata,,
cantonese,Cantonese,,
canvas,canvas,,
canvasn,canvas (n.),,
canvastarptent,"canvas, tarp; tent",,
canwetalktogetheraskedofmsg,can we talk together? (asked of m. sg.),,
canwewait,Can we wait?,,
canyon,canyon,,
cap,cap,,
cape,cape,,
capebowen,Cape Bowen,,
capeeland,Cape eland,,
capeelands,Cape elands,,
capemantle,cape; mantle,,
caper,caper,,
capital,capital,,
capitalcity,capital city,,
capitalofbangladesh,capital of Bangladesh,,
capitolcity,Capitol City,,
captain,captain,,
captured,captured,,
car,car,,
caracal,caracal,,
caracol,caracol,,
carapace,carapace,,
carapaceofcrabs,carapace of crabs,,
caravan,caravan,,
caraway,caraway,,
carawayseed,caraway seed,,
carawayseeds,caraway seeds,,
carcass,carcass,,
card,card,,
cardboard,cardboard,,
cardinalpronoun,cardinal pronoun,,
cards,cards,,
carduuspycnocophalusathistle,"carduus pycnocophalus, a thistle",,
care,care,,
careabout,care about,,
careanxiety,care; anxiety,,
carechargekeeping,"care, charge, keeping",,
careconcern,"care, concern",,
careful,careful,,
carefully,carefully,,
carefullyslowly,"carefully, slowly",,
carelessness,carelessness,,
carelocsing,care (loc. sing.),,
caress,caress,,
caretaker,caretaker,,
careteaching,"care, teaching",,
carmen,Carmen,,
carnivores,carnivores,,
carpenter,carpenter,,
carpet,carpet,,
carpetsnake,carpet snake,,
carriageseat,carriage seat,,
carried,carried,,
carried1st3rdsing,carried (1st & 3rd sing.),,
carriedsomething,carried something,,
carrier,carrier,,
carriesnaked,"carries, naked",,
carriesonhisback,carries (on his back),,
carriestransports,"carries, transports",,
carriesyousg,carries you (sg),,
carrion,carrion,,
carrot,carrot,,
carrots,carrots,,
carry,carry | carry! | carryǃ,,
carryaway,carry away,,
carrychildonback,carry child on back,,
carrylies,carry/lies,,
carrylift,"carry, lift",,
carryonhorseback,carry on horseback,,
carryontheback,carry on the back,,
carrysomethingwhichhangsdownorleadananimalonarope,carry something which hangs down or lead an animal on a rope,,
carrywithastrapovertheshouldernotacrossthebody,carry with a strap over the shoulder (not across the body),,
cars,cars,,
cart,cart,,
cartilage,cartilage,,
cartridge,cartridge,,
cartridgerifle,cartridge (rifle),,
carve,carve,,
carveslice,"carve, slice",,
carvevb,carve (vb),,
carving,carving,,
carvingtool,carving tool,,
cascade,cascade,,
case,case,,
casebox,"case, box",,
casetrouble,case; trouble,,
cash,cash,,
cashbox,cashbox,,
cashew,cashew,,
cashewnut,cashew nut,,
cashregister,cash register,,
caskhoop,cask-hoop,,
cassava,cassava,,
cassowary,cassowary,,
cast,cast,,
castanet,cast a net,,
castaspell,cast a spell,,
caste,caste,,
casting,casting,,
castiron,cast iron,,
castle,castle,,
castnet,cast-net,,
casual,casual,,
cat,cat,,
catarrh,catarrh,,
catastrophe,catastrophe,,
catastrophic,catastrophic,,
catch,catch,,
catchaglimpseof,catch a glimpse of,,
catchapprehend,"catch, apprehend",,
catchcapture,"catch, capture",,
catches,catches,,
catchit,catch it!,,
catchrepeatedly,catch repeatedly,,
catchsnatch,"catch, snatch",,
catchup,catchup,,
category,category,,
cater,cater,,
caterpillar,caterpillar,,
catfish,catfish,,
cathedral,cathedral,,
catholicchurch,Catholic church,,
catrish,catrish,,
cats,cats,,
catstail,cat's tail,,
cattail,cat tail,,
catterpillar,catterpillar,,
cattle,cattle,,
cattleegret,cattle egret,,
cattleenclosure,cattle enclosure,,
cattlepen,cattle pen,,
cattlesrope,cattle's rope,,
cattletick,cattle tick,,
caucasiancoat,Caucasian coat,,
caucasianfrenchman,caucasian; Frenchman,,
caucasianhat,Caucasian hat,,
caught,caught,,
cauldron,cauldron,,
causativemarker,[causative marker],,
causativeprefix,causative prefix,,
cause,cause,,
causedtogain,caused to gain,,
causedtothink,caused to think,,
causemotive,"cause, motive",,
causespain,causes pain,,
causetodryup,cause to dry up,,
causetoplay,cause to play,,
causetoshake,cause to shake,,
causetosit,cause to sit,,
causetovow,cause to vow,,
caution,caution,,
cautious,cautious,,
cave,cave,,
cavern,cavern,,
caves,caves,,
cavity,cavity,,
cedar,cedar,,
cedartree,cedar tree,,
ceiling,ceiling,,
celebrate,celebrate,,
celebratebirthdays,celebrate birthdays,,
cellbattery,"cell, battery",,
cement,cement,,
cementmixer,cement mixer,,
cemetary,cemetary,,
cent,cent,,
center,center,,
centipede,centipede,,
centralnervoussystemiespeciallybrainspinalcord,"central nervous system, i.e. specially brain, spinal cord",,
century,century,,
centurygeneration,"century, generation",,
cereals,cereals,,
ceremonialboss,ceremonial boss,,
ceremony,ceremony,,
certain,certain,,
certainly,certainly,,
certainlydied,certainly died,,
certainlyis,certainly is,,
certainpartsofaroof,certain parts of a roof,,
certainsome,"certain, some",,
certainstringoninstrument,certain string on instrument,,
certainty,certainty,,
certipede,certipede,,
chaff,chaff,,
chain,chain,,
chaincurry,chain  :  curry | chain  : curry,,
chainmail,chain mail,,
chains,chains,,
chair,chair,,
chairs,chairs,,
chalk,chalk,,
chalktire,chalk; tire,,
challah,challah,,
challenge,challenge,,
chamber,chamber,,
chameleon,chameleon,,
champagne,champagne,,
champignon,champignon,,
champion,champion,,
chance,chance,,
chanceopportunity,"chance, opportunity",,
chandelier,chandelier,,
change,change,,
changecoinsmoney,"change (coins, money)",,
changed,changed,,
changedirection,change direction,,
changetochange,"change, to change",,
chantmagiccharmssongs,"chant magic charms, songs",,
chaos,chaos,,
chaosgen,chaos (gen.),,
chaosnom,chaos (nom.),,
chapped,chapped,,
chapter,chapter,,
chapterofthekoran,chapter of the Koran,,
character,character,,
charcoal,charcoal,,
charcoalorashes,charcoal or ashes,,
charcoalplcharcoalsg,"charcoal (pl.), charcoal (sg.)",,
chargecustody,"charge, custody",,
chargewithhornssacrifice,"charge with horns, sacrifice",,
charity,charity,,
charles,Charles,,
charm,charm,,
charmgrace,"charm, grace",,
charmmagic,"charm, magic",,
chartres,Chartres,,
chase,chase,,
chasm,chasm,,
